transaction_id,user_id,merchant_id,country,channel,datetime,Time,Amount,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
T000000,U0060,M016,IT,mobile,2025-01-03T09:02:14,205334,31.62,0,-0.17109864701825878,-1.2322343773536808,0.25700225770559165,-1.568197703907924,0.7376582896945442,0.062431227339193825,-1.8614533143734673,0.5760289284112177,1.037724569845392,-1.4965598181304232,1.0820650981624356,-1.052331588090022,0.5970632731160955,0.25305541096978973,0.7820181451057348,-0.39749059060018144,-1.568177599576585,-2.7402565309297975,1.1290801538942337,1.051621505251581,0.20816570236655552,-0.18864276713685094,-0.8231585230605798,0.05978359060667757,0.27134367716094154,1.011202743645762,-1.3100509214802531,-0.7498005066133776
T000001,U0020,M041,HU,web,2025-01-09T20:52:32,766352,17.56,1,1.4408585912696072,1.0545965054211142,0.4836145825156857,0.09671693526856551,1.515275077009614,1.33170447392469,1.8219455797822655,0.4461608828569119,2.79481843142674,1.1338395132041001,1.1299268324905731,1.3122991183331165,-0.2504498686462344,1.9615943982858735,1.01828739686271,1.8398426477034144,1.4234196939255406,1.2699240408197219,1.3682464495958335,0.3985879719305978,0.4818081101838916,1.3265975788472113,2.2841624450256557,0.7351746842953277,-1.0621210980204525,3.2528116711303965,2.568897099440327,3.5137032237170507
T000002,U0152,M039,FR,mobile,2025-01-04T17:38:42,322722,142.54,0,-0.001594639264940386,1.4728065860377155,0.1152480392209921,0.1407116681553948,1.131844191223961,0.8940329947896861,0.5683390618605048,0.2429522222771935,-1.0341819237868768,-2.0946180713698963,0.42269443757179725,-0.38282557443384163,1.3413700600265168,0.6902030011597453,-0.7260897065017446,-0.2727025868361567,1.361343181178755,-1.1126543364576105,0.1546880471344492,0.04295540597325725,-0.27684888783263156,2.209645177963881,0.8783760644599431,-0.4270839357921655,-0.25804739850048397,-0.6835656421592191,1.455540802402418,-0.21402748436878805
T000003,U0156,M033,RO,web,2025-01-01T20:18:43,73123,6.72,0,-0.07176112185418607,2.0861947889746926,-0.1724875423704207,-1.457108059203561,1.5387093281194275,-0.6430145887448714,2.094320629227787,-0.393000332255107,-0.0859568710035328,-0.32607882997869064,-1.8395705745131465,-1.517505084312656,1.1635803755181338,2.3491956668015734,-0.36357260273591246,-0.47938011742590053,1.3963224006339041,0.7267206005289615,0.8479130094690005,-0.1990371761353434,-1.5900053885211405,-0.4674862464575332,-1.815549948181447,1.0337722601121453,0.34761551834400334,0.11090363805712371,1.3342052308568955,0.44518483542864806
T000004,U0071,M045,FR,mobile,2025-01-13T15:56:04,1094164,85.52,0,-1.3554230158499636,1.1366263187448953,-0.5194392578388776,-1.2886390356087545,-0.9258202625556315,0.06919462914699617,0.17695840500606455,-0.6554410779584997,-0.24909470436585493,-0.4589132204520398,1.104321658008177,-0.7306025801447457,-0.9103228480667583,-1.139858478670232,-0.32321825453595954,0.7622290054083514,-0.03893403817646827,-0.09362590133935936,1.010904431818208,0.7362094396723619,0.16987073253389806,1.9113793550242542,-1.5493171325397357,1.2197848266242095,0.6806697840709999,-1.2928567237439512,1.1679976875345066,1.1635382548641282
T000005,U0033,M030,HU,web,2025-01-03T18:49:46,240586,12.9,1,3.2215469709434714,4.7449481380064,4.130525491079965,2.453000612470901,1.5897195303100586,-0.13677885835422776,2.4773253302857237,1.4494624685831157,1.8887370893794089,1.6462260663124404,-0.19074527148761833,2.618319527290641,-0.4083951964245953,2.0297921501452945,0.7944845586939906,3.1296388506797044,2.4703455402714796,1.190757016496147,-0.011913791355005365,1.0099765901440931,0.554566310400036,3.140640939903096,2.014540760830841,1.5253118043984784,1.8230454626288846,2.592630612314099,1.1256510038951042,4.435930842748348
T000006,U0054,M028,RO,web,2025-01-01T15:06:38,54398,10.72,1,2.89800428381891,2.8570707344146986,0.9869483390951141,3.042094325010506,0.4709412536066886,3.4139842234320223,0.8172003380681185,3.759030506946499,3.191426704160224,1.6887324328530124,2.3769578797695408,2.9442351956400032,1.5254454761101393,2.2979335037162447,0.14087038425524812,1.7061756692503434,3.1700736746731506,0.8699639740384939,3.844656331144462,3.99973914897973,3.7639048868130836,2.3721275899355745,2.8909383196921765,3.8278105526101784,2.602749666497204,1.131977588894756,1.8507150083338408,2.1979570979288563
T000007,U0190,M003,RO,mobile,2025-01-04T09:20:47,292847,84.35,0,1.9912365706455792,-0.5048538093819407,2.2018892581604232,0.9171075537719638,-0.4298859209055648,0.7989026217578344,-2.075316875404044,-0.12641177893398745,1.4381556289968556,-0.34928907156323286,1.1235448947557318,0.12320798286916304,-0.03021905460629848,1.215631554940336,1.3514547685266667,-0.34007922796440343,-0.00912313757229179,1.4858120673079034,-0.9295123033715681,0.009978138714263698,0.5073493343097606,0.1145855389579436,-0.771285236697014,-0.4571595831024092,0.5933044858527526,-1.8985888507315523,-1.666586383710153,-1.4491265728810263
T000008,U0101,M014,DE,web,2025-01-05T03:07:27,356847,8.92,1,2.91990344195705,2.097977135247313,1.4586720241390174,0.4584793582843958,1.3206065784103167,1.7675741147094206,0.06867313177983636,2.639379449580467,3.120073497135169,1.0752070305739052,2.6449101408618336,4.04987577493352,4.919815681496663,1.5406555187232776,0.3672503774024325,3.9912094974870698,0.7092202858631762,2.964821827364891,1.5685518418764326,2.750152432757493,3.082444987583414,4.422761028927441,1.412637307820853,0.21652210675953998,1.2491959064735396,1.7669184320712037,0.5298327243467955,2.0258041927702357
T000009,U0154,M036,DE,web,2025-01-04T03:10:09,270609,16.57,0,0.2721132115836443,-0.5003999874811464,-0.29702817947862065,-2.372765229218624,-0.02939222658284168,-2.3651287213958594,2.0394990280797893,1.6549199889526218,-2.0354073647484907,1.1401988932356633,0.038421721792378224,-0.6969941013466586,0.5595664852411916,-0.574373017568509,-1.2605387615959311,0.5777657692369133,0.9242577329567612,-1.8748826899021276,-0.379050699097717,-0.7764003007349469,-0.7535278089650189,-0.42561343705778854,-1.757560300592579,-0.20709550294168413,0.2783287935265835,0.10162822738617619,0.20485576781027287,0.7645717235655715
